book_number	chapter	verse	text
230	35	11	Powstają fałszywi świadkowie i pytają mnie o to, czego nie wiem.
230	35	12	Odpłacają mi złem za dobro, chcąc pozbawić mnie mojej duszy.
230	35	13	Lecz ja, gdy oni chorowali, wkładałem wór pokutny, umartwiałem postem moją duszę i moja modlitwa wracała do mojej piersi.
230	35	14	Postępowałem jak z przyjacielem, jak z bratem, uginałem się pod brzemieniem smutku jak w żałobie po matce.
230	35	15	Lecz gdy ja byłem strapiony, oni się cieszyli i zbierali się; gromadzili się przeciwko mnie nikczemni, a tego nie widziałem; szarpali mnie nieustannie.
230	35	16	Wraz z obłudnikami, szydercami i pochlebcami zgrzytali na mnie zębami.
230	35	17	Panie, jak długo będziesz na to patrzeć? Wybaw od zniszczenia moją duszę, od lwów drogą duszę moją.
230	35	18	Będę cię wysławiał w wielkim zgromadzeniu, wśród licznego ludu będę cię chwalił.
230	35	19	Niech się nie cieszą z mojego powodu ci, którzy bez przyczyny są moimi wrogami, niech nie mrugają okiem ci, którzy niesłusznie mnie nienawidzą.
230	35	20	Nie mówią bowiem o pokoju, lecz przeciwko spokojnym na ziemi obmyślają zdradliwe słowa.
230	35	21	Owszem, otwierają przeciw mnie swe usta, mówiąc: Ha, ha! Widzieliśmy to na własne oczy.
230	35	22	Widziałeś to, PANIE, nie milcz; Panie, nie oddalaj się ode mnie.
230	35	23	Obudź się i wystąp w mojej obronie, w mojej sprawie, mój Boże i Panie!
230	35	24	Osądź mnie według swojej sprawiedliwości, PANIE, mój Boże! Niech się nie cieszą z mojego powodu.
230	35	25	Niech nie mówią w swoim sercu: Ha! Tego chcieliśmy! Niech nie mówią: Pożarliśmy go!
230	35	26	Niech się zawstydzą i zawiodą wszyscy, którzy cieszą się z mojego nieszczęścia; niech się okryją wstydem i hańbą ci, którzy wynoszą się nade mnie.
230	35	27	Ale niech śpiewają i radują się ci, którzy sprzyjają mojej słusznej sprawie; niech mówią nieustannie: Niech będzie wywyższony PAN, który pragnie pokoju dla swego sługi.
230	35	28	A mój język będzie głosił twoją sprawiedliwość i chwałę twoją przez cały dzień.
230	36	1	Przewodnikowi chóru. Psalm Dawida, sługi PANA. Nieprawość niegodziwego świadczy w mym sercu, że nie ma bojaźni Bożej przed jego oczyma.
230	36	2	Schlebia sobie bowiem w swoich oczach, aż jego nieprawość okaże się obrzydliwa.
230	36	3	Słowa jego ust to niegodziwość i fałsz, porzucił mądrość i czynienie dobra.
230	36	4	Na swoim łożu obmyśla nieprawość, stoi na drodze niedobrej i nie brzydzi się złem.
230	36	5	PANIE, twoje miłosierdzie sięga niebios, twoja wierność aż do obłoków.
230	36	6	Twoja sprawiedliwość jak najwyższe góry, twoje sądy jak wielka przepaść; ty, PANIE, zachowujesz ludzi i zwierzęta!
230	36	7	Jak cenne jest twoje miłosierdzie, Boże! Dlatego synowie ludzcy chronią się w cieniu twoich skrzydeł.
230	36	8	Nasycą się obfitością twego domu, napoisz ich strumieniem twoich rozkoszy.
230	36	9	U ciebie bowiem jest źródło życia, w twojej światłości ujrzymy światłość.
230	36	10	Roztocz twe miłosierdzie nad tymi, którzy cię znają, a twoją sprawiedliwość nad ludźmi prawego serca.
230	36	11	Niech nie następuje na mnie noga pyszałka, niech nie wygania mnie ręka niegodziwego.
230	36	12	Oto tam upadli czyniący nieprawość, zostali powaleni i nie będą mogli powstać.
230	37	1	Psalm Dawida. Nie oburzaj się z powodu złoczyńców ani nie zazdrość czyniącym nieprawość.
230	37	2	Jak trawa bowiem prędko zostaną podcięci i zwiędną jak świeża zieleń.
230	37	3	Ufaj PANU i czyń dobrze; będziesz mieszkał na ziemi i na pewno będziesz nakarmiony.
230	37	4	Rozkoszuj się PANEM, a on spełni pragnienia twego serca.
230	37	5	Powierz PANU swoją drogę i zaufaj mu, a on wszystko wykona;
230	37	6	I wyniesie twoją sprawiedliwość jak światłość, a twoją prawość jak południe.
230	37	7	Poddaj się PANU i oczekuj go; nie oburzaj się na tego, komu powodzi się w drodze, na człowieka, który spełnia swe złe zamiary.
230	37	8	Zaprzestań gniewu i zaniechaj zapalczywości; nie zapalaj się gniewem do czynienia zła.
230	37	9	Złoczyńcy bowiem będą wytępieni, a ci, którzy oczekują PANA, odziedziczą ziemię.
230	37	10	Jeszcze chwila, a nie będzie niegodziwego; spojrzysz na jego miejsce, a już go nie będzie.
230	37	11	Lecz pokorni odziedziczą ziemię i będą się rozkoszować obfitością pokoju.
230	37	12	Niegodziwy knuje przeciwko sprawiedliwemu i zgrzyta na niego zębami.
230	37	13	Lecz Pan śmieje się z niego, bo widzi, że nadchodzi jego dzień.
230	37	14	Niegodziwi dobyli miecz i napinają swój łuk, aby powalić ubogiego i potrzebującego, aby zgładzić tych, którzy idą prawą drogą;
230	37	15	Lecz ich miecz przeszyje ich własne serca, a ich łuki będą złamane.
230	37	16	Lepsza jest odrobina, którą ma sprawiedliwy, niż wielkie bogactwa wielu niegodziwych;
230	37	17	Ramiona bowiem niegodziwych będą połamane, ale sprawiedliwych PAN podtrzymuje.
230	37	18	PAN zna dni nienagannych, ich dziedzictwo będzie trwać na wieki.
230	37	19	W czasie nieszczęścia nie doznają wstydu, a w dniach głodu będą nasyceni.
230	37	20	Niegodziwi zaś wyginą, a wrogowie PANA znikną jak tłuszcz barani, jak dym się rozwieją.
230	37	21	Niegodziwy pożycza i nie zwraca, a sprawiedliwy lituje się i rozdaje.
230	37	22	Błogosławieni przez PANA odziedziczą ziemię, a przeklęci przez niego zostaną wytępieni.
230	37	23	PAN kieruje krokami dobrego człowieka i jego droga mu się podoba.
230	37	24	Choćby upadł, nie zostanie całkowicie powalony, bo PAN podtrzymuje go swą ręką.
230	37	25	Byłem młody i jestem już stary, lecz nie widziałem sprawiedliwego, który by był opuszczony, ani żeby jego potomstwo żebrało o chleb.
230	37	26	Każdego dnia lituje się i pożycza, a jego potomstwo jest błogosławione.
230	37	27	Odstąp od złego i czyń dobrze, a będziesz trwał na wieki.
230	37	28	PAN bowiem miłuje prawość i nie opuszcza swoich świętych, strzeże ich na wieki; a potomstwo niegodziwych będzie wytępione.
230	37	29	Sprawiedliwi odziedziczą ziemię i będą na niej mieszkać na wieki.
230	37	30	Usta sprawiedliwego wypowiadają mądrość, a jego język mówi o sądzie.
230	37	31	Prawo jego Boga jest w jego sercu, jego kroki się nie zachwieją.
230	37	32	Niegodziwy czyha na sprawiedliwego i szuka sposobności, aby go zabić.
230	37	33	Lecz PAN nie zostawi go w jego ręku i nie potępi, gdy będzie sądzony.
230	37	34	Oczekuj PANA i strzeż jego drogi, a on cię wywyższy, abyś odziedziczył ziemię; zobaczysz zatracenie niegodziwych.
230	37	35	Widziałem niegodziwego bardzo wyniosłego i rozpierającego się jak zielone drzewo laurowe;
230	37	36	Lecz przeminął i oto już go nie było; szukałem go, ale nie mogłem go znaleźć.
230	37	37	Spójrz na nienagannego i przypatruj się prawemu, bo ten na końcu osiągnie pokój.
230	37	38	Lecz przestępcy razem zginą, niegodziwi na końcu zostaną wytępieni.
230	37	39	Zbawienie zaś sprawiedliwych pochodzi od PANA; on jest ich siłą w czasie utrapienia.
230	37	40	PAN ich wspomoże i wyzwoli; wyzwoli ich od niegodziwych i wybawi, bo w nim pokładają nadzieję.
230	38	1	Psalm Dawida. Dla przypomnienia. PANIE, nie karć mnie w swym gniewie i nie karz mnie w swojej zapalczywości.
230	38	2	Twoje strzały utkwiły bowiem we mnie i ciąży na mnie twoja ręka.
230	38	3	Nie ma nic zdrowego w moim ciele wskutek twego gniewu, nie ma odpoczynku dla moich kości z powodu mojego grzechu.
230	38	4	Bo moje nieprawości sięgają ponad moją głowę, obciążają mnie jak ciężkie brzemię.
230	38	5	Cuchną i ropieją moje rany z powodu mej głupoty.
230	38	6	Jestem zgnębiony i bardzo pochylony, przez cały dzień chodzę smutny.
230	38	7	Moje wnętrze bowiem pali straszna dolegliwość i nie ma nic zdrowego w moim ciele.
230	38	8	Jestem osłabiony i bardzo załamany, zawodzę z powodu trwogi mego serca.
230	38	9	Panie, przed tobą są wszystkie moje pragnienia i moje wzdychanie nie jest przed tobą ukryte.
230	38	10	Moje serce trzepocze, opuściła mnie siła, a światło moich oczu znikło.
230	38	11	Moi bliscy i przyjaciele stronią od moich ran, a moi krewni stoją z daleka.
230	38	12	Ci, którzy czyhają na moją duszę, zastawiają sidła, a ci, którzy pragną mego nieszczęścia, mówią przewrotnie i przez cały dzień knują podstępy.
230	38	13	Lecz ja niczym głuchy nie słyszałem i byłem jak niemy, który nie otwiera swych ust.
230	38	14	I stałem się jak człowiek, który nic nie słyszy i nie ma w ustach upomnień.
230	38	15	Ciebie bowiem, PANIE, oczekuję; ty odpowiesz, Panie, mój Boże.
230	38	16	Bo powiedziałem: Niech się nie cieszą z mojego powodu; gdy moja noga poślizgnie się, niech nie wynoszą się nade mnie.
230	38	17	Jestem bowiem bliski upadku i moja boleść zawsze jest przede mną.
230	38	18	Wyznaję więc moją nieprawość i boleję nad swoim grzechem.
230	38	19	Lecz moi wrogowie są zdrowi i silni i namnożyło się tych, którzy bez powodu mnie nienawidzą.
230	38	20	Odpłacają mi złem za dobro i sprzeciwiają mi się, bo podążam za dobrem.
230	38	21	Nie opuszczaj mnie, PANIE, mój Boże, nie oddalaj się ode mnie.
230	38	22	Pospiesz mi z pomocą, Panie, moje zbawienie.
230	39	1	Przewodnikowi chóru, Jedutunowi. Psalm Dawida. Powiedziałem: Będę strzegł moich dróg, abym nie zgrzeszył językiem; nałożę na usta wędzidło, dopóki niegodziwy będzie przede mną.
230	39	2	Zaniemówiłem oniemiały, zamilkłem nawet w dobrej sprawie, lecz moja boleść się wzmagała.
230	39	3	Rozgorzało we mnie serce; gdy rozmyślałem, zapłonął ogień, a wtedy mój język tak przemówił:
230	39	4	PANIE, daj mi poznać mój kres i miarę moich dni, abym wiedział, jak jestem słaby.
230	39	5	Oto wymierzyłeś moje dni na szerokość dłoni, a mój wiek jest niczym przed tobą; zaprawdę każdy człowiek, nawet najlepszy, jest całkowitą marnością. Sela.
230	39	6	Doprawdy człowiek przemija jak cień; doprawdy na próżno się kłopocze; gromadzi, a nie wie, kto to zabierze.
230	39	7	A teraz czego mam oczekiwać, Panie? W tobie jest moja nadzieja.
230	39	8	Uwolnij mnie od wszystkich moich występków, nie wystawiaj mnie na pośmiewisko głupca.
230	39	9	Zamilkłem i nie otworzyłem moich ust, bo ty to sprawiłeś.
230	39	10	Oddal ode mnie twoje karanie, bo ginę od uderzeń twojej ręki.
230	39	11	Gdy karą chłoszczesz człowieka za nieprawość, to jak mól niszczysz jego piękno; doprawdy marnością jest każdy człowiek. Sela.
230	39	12	Wysłuchaj mojej modlitwy, PANIE, i nakłoń ucha na moje wołanie; nie bądź głuchy na moje łzy, bo jestem gościem u ciebie i przychodniem, jak wszyscy moi ojcowie.
230	39	13	Oszczędzaj mnie, abym się wzmacniał, zanim odejdę i już mnie nie będzie.
230	40	1	Przewodnikowi chóru. Psalm Dawida. Z tęsknotą czekałem na PANA, a skłonił się ku mnie i wysłuchał mojego wołania.
230	40	2	Wyciągnął mnie ze strasznego dołu i z błota grząskiego i postawił moje stopy na skale, i umocnił moje kroki.
230	40	3	I włożył w moje usta nową pieśń, chwałę dla naszego Boga. Wielu to zobaczy i ulęknie się, i zaufa PANU.
230	40	4	Błogosławiony człowiek, który pokłada w PANU swoją nadzieję, a nie ma względu na pysznych ani na tych, którzy podążają za kłamstwem.
230	40	5	Wiele uczyniłeś cudów, PANIE, mój Boże, a twoich zamysłów wobec nas nikt nie potrafi wyliczyć przed tobą; gdybym chciał je opowiedzieć i ogłosić, jest ich więcej, niż zdołałbym wypowiedzieć.
230	40	6	Ofiary i daru nie chciałeś, lecz otworzyłeś mi uszy; nie żądałeś całopalenia i ofiary za grzech.
230	40	7	Wtedy powiedziałem: Oto przychodzę, na początku księgi jest napisane o mnie;
230	40	8	Pragnę czynić twoją wolę, mój Boże, a twoje prawo jest w moim wnętrzu.
230	40	9	Głosiłem twoją sprawiedliwość w wielkim zgromadzeniu; oto nie powściągałem moich ust; ty wiesz o tym, PANIE.
230	40	10	Twojej sprawiedliwości nie kryłem w głębi serca, opowiadałem twoją wierność i zbawienie; nie taiłem twego miłosierdzia i prawdy w wielkim zgromadzeniu.
230	40	11	Dlatego ty, PANIE, nie odmawiaj mi twej litości; twoje miłosierdzie i prawda niech mnie zawsze strzegą.
230	40	12	Otoczyły mnie bowiem nieszczęścia, których nie sposób zliczyć; dosięgły mnie moje nieprawości, tak że nie mogę ich przejrzeć; więcej ich niż włosów na mej głowie, więc serce we mnie ustaje.
230	40	13	PANIE, racz mnie ocalić; PANIE, pospiesz mi na pomoc.
230	40	14	Niech się zawiodą i zawstydzą wszyscy, którzy czyhają, by zatracić moją duszę; niech się cofną i zawstydzą ci, którzy mi źle życzą.
230	40	15	Niech będą spustoszeni wskutek swej hańby ci, którzy mi mówią: Ha, ha!
230	40	16	Niech się radują i weselą w tobie wszyscy, którzy cię szukają; niech ci, którzy miłują twoje zbawienie, mówią zawsze: Niech PAN będzie wywyższony.
230	40	17	Ja wprawdzie jestem ubogi i nędzny, lecz Pan myśli o mnie. Ty jesteś moją pomocą i wybawicielem, mój Boże, nie zwlekaj.
230	41	1	Przewodnikowi chóru. Psalm Dawida. Błogosławiony, kto zważa na ubogiego, PAN go wybawi w dniu niedoli.
230	41	2	PAN będzie go strzegł, zachowa przy życiu, będzie mu błogosławił na ziemi i nie wyda go na pastwę jego wrogów.
230	41	3	PAN pokrzepi go na łożu boleści, w czasie choroby poprawi całe jego posłanie.
230	41	4	Powiedziałem: PANIE, zmiłuj się nade mną, uzdrów moją duszę, bo zgrzeszyłem przeciwko tobie.
230	41	5	Moi wrogowie źle o mnie mówią: Kiedy on umrze i zginie jego imię?
230	41	6	Jeśli któryś przychodzi mnie odwiedzić, mówi obłudnie; w swoim sercu gromadzi nieprawość, a gdy wychodzi, rozpowiada.
230	41	7	Wszyscy, którzy mnie nienawidzą, szepczą wspólnie przeciwko mnie, przeciwko mnie obmyślają zło;
230	41	8	Mówiąc: Spadła na niego złośliwa zaraza, położył się i już nie wstanie.
230	41	9	Nawet mój przyjaciel, któremu ufałem, który jadł mój chleb, podniósł przeciwko mnie piętę.
230	41	10	Ale ty, PANIE, zmiłuj się nade mną i podnieś mnie, abym im odpłacił.
230	41	11	Po tym poznam, że mnie sobie upodobałeś, że mój wróg nie będzie triumfował nade mną.
230	41	12	Ty zaś wesprzesz mnie ze względu na moją uczciwość i na wieki postawisz mnie przed swoim obliczem.
230	41	13	Błogosławiony PAN, Bóg Izraela, od wieków aż na wieki. Amen, amen.
230	42	1	Przewodnikowi chóru. Psalm pouczający dla synów Korego. Jak jeleń pragnie wód strumieni, tak moja dusza pragnie ciebie, Boże.
230	42	2	Moja dusza jest spragniona Boga, Boga żywego. Kiedy przyjdę i ukażę się przed obliczem Boga?
230	42	3	Łzy stały się dla mnie chlebem we dnie i w nocy, gdy mówią do mnie co dzień: Gdzie jest twój Bóg?
230	42	4	Wylewam swą duszę, gdy wspominam, jak krocząc w tłumie, szedłem z nimi do domu Bożego wśród głosów radości i chwały, pośród świętującego tłumu.
230	42	5	Dlaczego się smucisz, moja duszo, i czemu się we mnie trwożysz? Zaufaj Bogu, bo jeszcze będę go wysławiał za jego zbawcze oblicze.
230	42	6	Mój Boże, smuci się we mnie moja dusza, dlatego wspominam cię z ziemi Jordanu i Hermonu, z góry Misar.
230	42	7	Przepaść przyzywa przepaść szumem twoich upustów; wszystkie twoje fale i nawałnice przewalają się nade mną.
230	42	8	Lecz we dnie PAN udzieli mi swego miłosierdzia, a w nocy będzie we mnie jego pieśń i moja modlitwa do Boga mego życia.
230	42	9	Powiem Bogu, mojej skale: Czemu o mnie zapomniałeś? Czemu chodzę smutny z powodu ucisku wroga?
230	42	10	Jak rana w moich kościach, tak mnie urągają moi wrogowie, gdy mówią do mnie każdego dnia: Gdzie jest twój Bóg?
230	42	11	Czemu się smucisz, moja duszo, i czemu się we mnie trwożysz? Zaufaj Bogu, bo jeszcze będę go wysławiał, gdyż on jest zbawieniem mego oblicza i moim Bogiem.
230	43	1	Osądź mnie, Boże, broń mojej sprawy przeciwko narodowi bezbożnemu; wybaw mnie od człowieka podstępnego i bezbożnego;
230	43	2	Bo ty jesteś Bogiem mojej siły. Czemu mnie odrzuciłeś? Czemu chodzę smutny z powodu ucisku wroga?
230	43	3	Ześlij twoje światło i prawdę, niech mnie wiodą i wprowadzą na twoją świętą górę i do twoich przybytków.
230	43	4	Wtedy przystąpię do ołtarza Bożego, do Boga, mojego wesela i radości; będę cię wysławiał na harfie, Boże, mój Boże.
230	43	5	Czemu się smucisz, moja duszo, i czemu się we mnie trwożysz? Zaufaj Bogu, bo jeszcze będę go wysławiał, gdyż on jest zbawieniem mego oblicza i moim Bogiem.
230	44	1	Przewodnikowi chóru. Psalm pouczający dla synów Korego. Boże, słyszeliśmy na własne uszy, nasi ojcowie opowiadali nam o tym, czego dokonałeś za ich dni, w czasach dawnych.
230	44	2	Ty własną ręką wypędziłeś pogan, a ich osadziłeś; wyniszczyłeś narody, a ich rozprzestrzeniłeś.
230	44	3	Nie zdobyli bowiem ziemi swym mieczem ani ich nie wybawiło własne ramię, lecz twoja prawica i twoje ramię, i światło twego oblicza, bo upodobałeś ich sobie.
230	44	4	Ty jesteś moim Królem, o Boże; daj wybawienie Jakubowi.
230	44	5	Dzięki tobie pokonamy naszych wrogów, w twoje imię zdepczemy naszych przeciwników.
230	44	6	Nie zaufam bowiem mojemu łukowi i nie wybawi mnie mój miecz;
230	44	7	Lecz ty nas wybawiłeś od naszych wrogów i zawstydziłeś tych, którzy nas nienawidzą.
230	44	8	Każdego dnia chlubimy się Bogiem, a twoje imię będziemy sławić na wieki. Sela.
230	44	9	Teraz jednak odrzuciłeś nas i zawstydziłeś, i nie wyruszasz z naszymi wojskami.
230	44	10	Sprawiłeś, że cofnęliśmy się przed wrogiem, a ci, którzy nas nienawidzą, złupili nas.
230	44	11	Wydałeś nas na rzeź jak owce i rozproszyłeś nas wśród pogan.
230	44	12	Sprzedałeś swój lud za bezcen i nie zyskałeś na jego sprzedaży.
230	44	13	Wystawiłeś nas na wzgardę naszym sąsiadom, na szyderstwo i pośmiewisko tym, którzy nas otaczają.
230	44	14	Uczyniłeś nas tematem przysłowia wśród pogan, tak że narody kiwają głowami nad nami.
230	44	15	Mój wstyd wciąż jest przede mną, a hańba mi twarz okrywa;
230	44	16	Na głos tego, który gardzi i bluźni, z powodu wroga i mściciela.
230	44	17	To wszystko nas spotkało, a jednak nie zapomnieliśmy o tobie ani nie naruszyliśmy twojego przymierza.
230	44	18	Nasze serce się nie odwróciło ani nasze kroki nie zboczyły z twej ścieżki;
230	44	19	Chociaż powaliłeś nas w miejscu smoków i okryłeś nas cieniem śmierci.
230	44	20	Gdybyśmy zapomnieli imienia naszego Boga i wyciągnęli ręce do obcego boga;
230	44	21	Czyż Bóg by się o tym nie dowiedział? Przecież on zna tajniki serca.
230	44	22	Lecz z powodu ciebie przez cały dzień nas zabijają, uważają nas za owce przeznaczone na rzeź.
230	44	23	Ocknij się; czemu śpisz, Panie? Obudź się, nie odrzucaj nas na wieki.
230	44	24	Czemu ukrywasz swoje oblicze i zapominasz o naszym utrapieniu i ucisku?
230	44	25	Nasza dusza bowiem pogrążyła się w prochu, nasz brzuch przylgnął do ziemi.
230	44	26	Powstań nam na pomoc, odkup nas ze względu na twoje miłosierdzie.
230	45	1	Przewodnikowi chóru, na Szoszanim dla synów Korego. Psalm pouczający. Pieśń miłosna. Wezbrało moje serce dobrym słowem; dzieła, które wypowiadam, dotyczą króla; mój język będzie jak pióro biegłego pisarza.
230	45	2	Ty jesteś najpiękniejszym z synów ludzkich; wdzięk rozlał się na twoich wargach, dlatego Bóg pobłogosławił cię na wieki.
230	45	3	Przypasz do biodra swój miecz, mocarzu, w swej chwale i majestacie.
230	45	4	A w swym dostojeństwie wyrusz szczęśliwie ze słowem prawdy, łagodności i sprawiedliwości, a twoja prawica dokona strasznych rzeczy.
230	45	5	Twoje ostre strzały, od których upadają narody pod twoje stopy, przenikają serce wrogów króla.
230	45	6	Twój tron, o Boże, na wieki wieków, berłem sprawiedliwości jest berło twego królestwa.
230	45	7	Miłujesz sprawiedliwość, a nienawidzisz nieprawości, dlatego namaścił cię, o Boże, twój Bóg olejkiem radości bardziej niż twoich towarzyszy.
230	45	8	Wszystkie twoje szaty pachną mirrą, aloesem i kasją, gdy wychodzisz z pałaców z kości słoniowej, z których cię rozweselają.
230	45	9	Córki królewskie są wśród twoich czcigodnych kobiet, królowa w złocie z Ofiru stoi po twojej prawicy.
230	45	10	Posłuchaj, córko, spójrz i nakłoń ucha, zapomnij o swoim narodzie i o domu swojego ojca;
230	45	11	A król zapragnie twojego piękna, bo on jest twoim Panem; oddaj mu pokłon.
230	45	12	Także córka Tyru przyjdzie z darami, najbogatsi z narodów będą zabiegać o twą przychylność.
230	45	13	Córka królewska jest pełna chwały w swej komnacie, a jej szaty złotem tkane.
230	45	14	W szacie haftowanej będą ją wieść do króla, za nią dziewice, jej towarzyszki, przyprowadzą do ciebie.
230	45	15	Wiodą je z weselem i z radością i wejdą do królewskiego pałacu.
230	45	16	Miejsce twoich ojców zajmą twoi synowie, których ustanowisz książętami po całej ziemi.
230	45	17	Upamiętnię twoje imię po wszystkie pokolenia; dlatego narody będą cię wysławiać na wieki wieków.
230	46	1	Przewodnikowi chóru dla synów Korego. Pieśń na Alamot. Bóg jest naszą ucieczką i siłą, najpewniejszą pomocą w utrapieniu.
230	46	2	Dlatego nie będziemy się bać, choćby się poruszyła ziemia, choćby się przeniosły góry w sam środek morza;
230	46	3	Choćby huczały i burzyły się jego wody i zatrzęsły się góry od jego nawałnicy. Sela.
230	46	4	Jest rzeka, której strumienie rozweselają miasto Boże, miejsce święte przybytków Najwyższego.
230	46	5	Bóg jest pośrodku niego, nie będzie zachwiane; Bóg je wspomoże zaraz o świcie.
230	46	6	Wzburzyły się narody, zachwiały się królestwa, on wydał swój głos i rozpłynęła się ziemia.
230	46	7	PAN zastępów jest z nami; Bóg Jakuba jest naszą twierdzą. Sela.
230	46	8	Chodźcie, zobaczcie dzieła PANA, jakie spustoszenia uczynił na ziemi.
230	46	9	On kładzie kres wojnom aż po krańce ziemi, kruszy łuki i łamie włócznie, a rydwany pali ogniem.
230	46	10	Uspokójcie się i uznajcie, że ja jestem Bogiem; będę wywyższony wśród narodów, będę wywyższony na ziemi.
230	46	11	PAN zastępów jest z nami, Bóg Jakuba jest naszą twierdzą. Sela.
230	47	1	Przewodnikowi chóru. Psalm dla synów Korego. Klaszczcie w dłonie, wszystkie narody, wykrzykujcie Bogu radosnym głosem.
230	47	2	Gdyż PAN Najwyższy budzi grozę, jest wielkim Królem nad całą ziemią.
230	47	3	Podda nam ludzi i narody pod nasze stopy.
230	47	4	Wybrał nam nasze dziedzictwo, chlubę Jakuba, którego umiłował. Sela.
230	47	5	Wstąpił Bóg wśród okrzyków, PAN przy dźwięku trąby.
230	47	6	Śpiewajcie Bogu, śpiewajcie; śpiewajcie naszemu Królowi, śpiewajcie.
230	47	7	Bóg bowiem jest Królem całej ziemi, śpiewajcie pieśni pouczające.
230	47	8	Bóg króluje nad narodami, Bóg zasiada na swym świętym tronie.
230	47	9	Władcy narodów zebrali się z ludem Boga Abrahama, bo do Boga należą tarcze ziemi; on jest wielce wywyższony.
230	48	1	Pieśń i psalm dla synów Korego. Wielki jest PAN i godzien wielkiej chwały w mieście naszego Boga, na swej świętej górze.
230	48	2	Pięknie wzniesiona, radością całej ziemi jest góra Syjon na krańcach północy, miasto wielkiego Króla.
230	48	3	Bóg w pałacach jego jest uznany za twierdzę.
230	48	4	Bo oto zgromadzili się królowie i razem ruszyli.
230	48	5	Gdy zobaczyli, zdumieli się, przerazili się i uciekli.
230	48	6	Strach ich tam ogarnął i ból, jak rodzącą kobietę.
230	48	7	Wiatrem wschodnim rozbijasz okręty Tarszisz.
230	48	8	To, co słyszeliśmy, to zobaczyliśmy w mieście PANA zastępów, w mieście naszego Boga; Bóg je ugruntuje na wieki. Sela.
230	48	9	Rozważamy, o Boże, twoje miłosierdzie we wnętrzu twej świątyni.
230	48	10	Jak twoje imię, Boże, tak i chwała twoja sięga aż po krańce ziemi; twoja prawica pełna jest sprawiedliwości.
230	48	11	Niech się weseli góra Syjon, niech się radują córki Judy z powodu twoich sądów.
230	48	12	Okrążcie Syjon i obejdźcie go, policzcie jego wieże.
230	48	13	Przyjrzyjcie się jego wałom obronnym, oglądajcie jego pałace, abyście mogli opowiadać przyszłemu pokoleniu.
230	48	14	Bo ten Bóg jest naszym Bogiem na wieki wieków, on będzie nas prowadził aż do śmierci.
230	49	1	Przewodnikowi chóru. Psalm dla synów Korego. Słuchajcie tego wszystkie narody, nadstawcie ucha wszyscy mieszkańcy świata.
230	49	2	Zarówno wy, prości, jak i wy, możni; zarówno bogaty, jak i ubogi.
230	49	3	Moje usta wypowiedzą mądrość, a rozmyślaniem mego serca będzie roztropność.
230	49	4	Nakłonię ucha ku przypowieści, przy harfie rozwiążę moją zagadkę.
230	49	5	Dlaczego mam się bać w dniach niedoli, gdy otacza mnie nieprawość tych, którzy mnie depczą?
230	49	6	Ci, którzy ufają swym bogactwom i chlubią się swym wielkim dostatkiem;
230	49	7	Nikt z nich w żaden sposób nie odkupi swego brata ani nie może dać Bogu za niego okupu;
230	49	8	(Kosztowny bowiem jest okup za ich dusze i nigdy się nie zdarzy);
230	49	9	Aby żył na wieki i nie doznał zniszczenia.
230	49	10	Każdy bowiem widzi, że mądrzy umierają, tak samo jak ginie głupiec i prostak, i zostawiają obcym swoje bogactwa.
230	49	11	Myślą, że ich domy są wieczne, a ich mieszkania będą trwać z pokolenia na pokolenie; nazywają ziemie swymi imionami.
230	49	12	Lecz człowiek, choć otoczony czcią, nie przetrwa; podobny jest do bydląt, które giną.
230	49	13	Ich droga jest ich głupstwem, mimo to ich potomkowie pochwalają ich mowę. Sela.
230	49	14	Jak owce będą złożeni w grobie, śmierć ich pożre; prawi będą nad nimi panować o poranku, ich postać zostanie zniszczona w grobie, gdy opuszczą swoje mieszkanie.
230	49	15	Ale Bóg wykupi moją duszę z mocy grobu, bo mnie przyjmie. Sela.
230	49	16	Nie bój się, gdy się ktoś wzbogaci, gdy się rozmnoży sława jego domu;
230	49	17	Bo gdy umrze, niczego ze sobą nie weźmie i nie pójdzie za nim jego sława.
230	49	18	Chociaż za życia swej duszy pochlebiał i chwalono go, gdy dobrze się urządził;
230	49	19	Pójdzie jednak do grona swych ojców; nigdy nie ujrzą światła.
230	49	20	Człowiek, który jest otoczony czcią, a nie rozumie tego, podobny jest do bydląt, które giną.
230	50	1	Psalm Asafa. Bóg nad bogami, PAN, przemówił i wezwał ziemię od wschodu słońca aż do jego zachodu.
230	50	2	Z Syjonu, doskonałego piękna, zajaśniał Bóg.
230	50	3	Nasz Bóg przyjdzie i nie będzie milczał; ogień będzie trawił przed nim, a wokół niego powstanie potężna burza.
230	50	4	Wezwie z góry niebiosa i ziemię, aby sądzić swój lud:
230	50	5	Zgromadźcie mi moich świętych, którzy zawarli ze mną przymierze przez ofiarę.
230	50	6	Wtedy niebiosa ogłoszą jego sprawiedliwość, bo sam Bóg jest sędzią. Sela.
230	50	7	Słuchaj, mój ludu, a będę mówił; słuchaj, Izraelu, a będę świadczył przeciw tobie: Ja jestem Bogiem, twoim Bogiem.
230	50	8	Nie będę cię ganił za twoje ofiary ani za twoje całopalenia, które są zawsze przede mną.
230	50	9	Nie przyjmę cielca z twojego domu ani kozłów z twoich zagród.
230	50	10	Do mnie bowiem należy wszelkie zwierzę leśne i tysiące bydła na górach.
